,id,created_at,acknowledged_at,closed_at,address,lat,lng,description,status,summary,media_image_full,request_type_id,request_type_title
11,4277818,2018-03-27T18:29:00-04:00,,,"2001 Garden Wall Ct Raleigh, North Carolina",35.942401,-78.5721845,"Box is located on Townfield Dr just before Garden Wall Ct Intersection. Its very visible to anyone looking for it. 

Broken drainage box lid 
(City type)",Open,Lid broken and laying in road by drainage box,https://seeclickfix.com/files/issue_images/0099/6765/DRAINAGE_BOX.jpg,15012,Other
12,4277616,2018-03-27T17:04:32-04:00,,,"1800 Proctor Rd
Raleigh Nc 27610
United States",35.753161087287,-78.6092121881166,Vehicle without plate,Open,Abandoned Vehicle,https://seeclickfix.com/files/issue_images/0099/6697/image.png,14427,Abandoned Vehicle
13,4277301,2018-03-27T15:25:20-04:00,,,"1204 Brighton Road Raleigh, North Carolina",35.7975896,-78.6078529,The yard of this dilapidated rental house is covered with litter. There also seem to be dogs living in the basement that are never seen. The other day one of the children living there was shouting at a barking dog through a foundation vent and aggressively jabbing at it with a mop handle. Are the children safe? Are the dogs safe? Are the neighbors safe? What is going on here?,Open,Tall Grass/Weeds or Other Public Nuisances,,19289,Tall Grass/Weeds or Other Public Nuisances
14,4277288,2018-03-27T15:22:24-04:00,2018-03-27T15:22:29-04:00,,"5400-5498 Fireside Drive Raleigh, North Carolina",35.8541624002548,-78.6151049042297,"The street sign here was recently replaced, and the new sign is spelled wrong. It currently reads ""Falls of Neuses"" instead of ""Falls of Neuse"" at the intersection of Falls of Neuse Road and Fireside Drive. Can this please be fixed?",Acknowledged,Roadway Markings,,21096,Roadway Markings
15,4276953,2018-03-27T13:54:14-04:00,2018-03-27T13:54:20-04:00,,"5608 Rangeley Drive Raleigh, North Carolina",35.8590956218511,-78.6415282613909,street surface crumbling on the west side of Rangeley Drive just across from 5608 Rangeley Drive driveway.,Acknowledged,Pothole,,7330,Pothole
16,4276359,2018-03-27T11:32:18-04:00,2018-03-27T11:32:22-04:00,2018-03-28T18:40:44-04:00,"612 N Boundary Street Raleigh, North Carolina",35.7877204,-78.629301,"From the street the pothole is on the left hand side of my driveway. The pothole makes turning in from the left dangerous. It needs to be repaired where the driveway and road meet.
",Closed,Pothole,,7330,Pothole
17,4276304,2018-03-27T11:16:27-04:00,,2018-03-28T07:52:02-04:00,"3308 Kemble Ridge Drive Wake Forest, North Carolina",35.9113438,-78.5217817,"Someone cut down a tree in our yard.  Wake elect denies cutting it.  HOA denies cutting it.

Who cut tree and left white flag in yard and white line in street?",Closed,Tree cut down,https://seeclickfix.com/files/issue_images/0099/6336/6357_1522163440647.jpeg,5361,Vandalism
18,4276267,2018-03-27T11:03:36-04:00,2018-03-27T11:04:01-04:00,,"3139 Calumet Dr Raleigh, NC 27610, USA",35.7895202636719,-78.5830764770508,behind the apartments on Crab Tree Creek Trail. lots of broken glass ,Acknowledged,Greenway,https://seeclickfix.com/files/issue_images/0099/6328/img-image_30712358692329598266612.jpg,20753,Greenway
19,4275755,2018-03-27T08:55:36-04:00,2018-03-27T08:55:41-04:00,2018-03-27T10:11:17-04:00,"5413 Old Wake Forest Road Raleigh, NC 27609, United States of America",35.8535409567151,-78.6030427463078,They started small but are eroding quickly now creating a much larger repair,Closed,Pothole,,7330,Pothole
20,4275570,2018-03-27T08:01:43-04:00,2018-03-27T12:16:59-04:00,2018-03-27T11:41:01-04:00,"1708 Whittington Drive Raleigh, North Carolina",35.9198298,-78.5798581,The deer has been there since early Saturday morning.  #399658.  It has been there 3 DAYS. It is attracting vultures and foxes.  It is dangerous to children and pets in our neighborhood. PLEASE pick up this deer today.  ,Acknowledged,Dead Animal,,14422,Dead Animal
21,4275563,2018-03-27T07:56:16-04:00,2018-03-27T07:56:25-04:00,,3519 Mackinac Island Ln Raleigh Nc 27610 United States,35.7307883,-78.5335688,"Blocking oncoming traffic, and makes the curve narrower due 5+ cars parked out front. There is a trailer and car on blocks in driveway that never move. ",Acknowledged,Traffic Visual Obstruction,,7342,Traffic Visual Obstruction
22,4275558,2018-03-27T07:53:15-04:00,2018-03-27T10:54:55-04:00,2018-03-27T16:51:32-04:00,"1708 Whittington Drive Raleigh, North Carolina",35.9198298,-78.5798581,"The deer has been there 3 DAYS.  It was reported Saturday morning #396658.  It is attracting foxes, vultures and is dangerous for children and pets in our neighborhood.  I have called 4 times.  PLEASE PICK UP THIS DEER.  ",Closed,Dead Animal,,14422,Dead Animal
23,4275459,2018-03-27T07:14:43-04:00,2018-03-27T07:14:49-04:00,,"Corner Of New Bern Ave And Donald Ross Dr. Raleigh, North Carolina",35.7830062,-78.5924676,3/27/18 Historical sign (Clarence Poe) has been knocked down and is laying on the ground at the corner of New Bern Ave. and Donald Ross Dr..,Acknowledged,Roadway Markings,,21096,Roadway Markings
24,4275397,2018-03-27T02:44:37-04:00,2018-03-27T02:44:45-04:00,,"1004 East Millbrook Rd Raleigh, NC",35.8505921,-78.6203984,"There is a yellow and green bag full of building materials that has been sitting on the right side of the house for months. It is my understanding that once the bag is full, the person should call the company on the bag for pickup. I'm not sure if this is been done but it has ibeen out front of their house for way too long. It is unsightly. The neighbors would like to see the owner dispose of the trash.

Thank you.",Acknowledged,Yellow and green bag at curb for months,,615,Curbside Collection/Materials at the Curb
25,4274457,2018-03-26T20:29:28-04:00,,,"320 W Cabarrus Raleigh, North Carolina",35.7749888,-78.6458356,Pretty sure this flag is not official and doesn't send a great message. ,Open,"""Punisher"" flag flying from the new structure at the Amtrak station.",https://seeclickfix.com/files/issue_images/0099/6028/IMG_20180326_172756scf.jpg,15012,Other
26,4274177,2018-03-26T18:21:21-04:00,2018-03-26T18:21:27-04:00,2018-03-27T09:41:03-04:00,"5018 Dillard Dr Raleigh, North Carolina",35.753534,-78.723609,,Closed,Pothole on Dillard Drive,,7330,Pothole
27,4274092,2018-03-26T17:56:15-04:00,,,"320 W Cabarrus Raleigh, North Carolina",35.7749888,-78.6458356,"Not sure what the writing on it reads, but I'm pretty sure this isn't official and definitely doesn't send a positive message.",Open,"""Punisher"" flag flying from the new structure at the Amtrak station.",https://seeclickfix.com/files/issue_images/0099/5915/IMG_20180326_172757_1.jpg,15012,Other
28,4274084,2018-03-26T17:53:16-04:00,,2018-03-28T12:56:12-04:00,"320 W Cabarrus Raleigh, North Carolina",35.7749888,-78.6458356,"Not sure what the writing on it reads, but I'm pretty sure this isn't official and definitely doesn't send a positive message.",Closed,"""Punisher"" flag flying from the new structure at the Amtrak station.",https://seeclickfix.com/files/issue_images/0099/5911/IMG_20180326_172757_1.jpg,15012,Other
29,4274035,2018-03-26T17:31:43-04:00,2018-03-26T17:32:07-04:00,2018-03-27T10:00:40-04:00,"Selby Dr Raleigh, NC 27609, USA",35.8202247619629,-78.6277084350586,,Closed,Pothole,https://seeclickfix.com/files/issue_images/0099/5899/1522099882200.jpg,7330,Pothole
30,4273619,2018-03-26T15:26:51-04:00,,,"Lake Johnson Pool Raleigh, North Carolina",35.7671087,-78.7159452,ITS BEEN PARKED THERE WITH DEBRIS IN THE BED FOR MONTHS,Open,Abandoned Vehicle,,14427,Abandoned Vehicle
31,4273457,2018-03-26T14:41:27-04:00,,,"4700 Matt Dr Raleigh, NC 27604, USA",35.8437690734863,-78.5928497314453,furniture dumped ,Open,Tall Grass/Weeds or Other Public Nuisances,https://seeclickfix.com/files/issue_images/0099/5716/img-image_7005247379779.jpg,19289,Tall Grass/Weeds or Other Public Nuisances
32,4273429,2018-03-26T14:36:43-04:00,2018-03-26T14:36:49-04:00,2018-03-27T18:21:21-04:00,"7900 Looking Glass Court Raleigh, North Carolina",35.8755312821425,-78.7366507924473,About a 1 foot in diameter hole with gravel showing,Closed,Pothole,,7330,Pothole
33,4273361,2018-03-26T14:22:17-04:00,,,"4415-4551 Brockton Dr Raleigh, NC 27604, USA",35.8417778015137,-78.5961761474609,mattresses dumped ,Open,Tall Grass/Weeds or Other Public Nuisances,https://seeclickfix.com/files/issue_images/0099/5681/img-image_70071333875958.jpg,19289,Tall Grass/Weeds or Other Public Nuisances
34,4273356,2018-03-26T14:21:11-04:00,2018-03-26T14:21:44-04:00,,"4100 Main At North Hills Street Raleigh, North Carolina",35.8382622236868,-78.6415879405415,"Eastbound signal heads for traffic from North Hills (Main St.) onto Dartmouth Road are over oncoming westbound traffic lanes instead of over the eastbound receiving lanes, which leads drivers into the wrong lane/wrong side of median.  ",Acknowledged,Traffic Signal,https://seeclickfix.com/files/issue_images/0099/5678/Dartmouth_rd.2.JPG,7339,Traffic Signal
35,4273214,2018-03-26T13:44:51-04:00,2018-03-26T13:45:02-04:00,2018-03-26T15:00:46-04:00,"5401 Old Wake Forest Rd. Raleigh, North Carolina",35.854326,-78.603273,3 pot holes in this area around Marsh Creek,Closed,Pothole,,7330,Pothole
36,4272875,2018-03-26T12:07:39-04:00,,,"4005 Cane Garden Drive Raleigh, North Carolina",35.7261105,-78.547174,"Debris, Old housing materials, mats etc piled on the right side of the home. Its been there for months. Also unscreened porch is housing cabinets and other household furniture. All items are visible for the street.",Open,Piles for Debris in Yard,,15012,Other
37,4272874,2018-03-26T12:07:32-04:00,2018-03-26T12:07:52-04:00,,"3165 Hidden Pond Drive Raleigh, North Carolina",35.8769906082465,-78.696808970681,Vandalized mile marker - marker complete with its concrete footing has been dislodged. Marker position is just south of where greenway trail intersects with main access trail from the apartment complex.,Acknowledged,Greenway trail mile marker damaged,https://seeclickfix.com/files/issue_images/0099/5527/marker1.jpg,20753,Greenway
38,4272393,2018-03-26T10:44:34-04:00,2018-03-26T10:44:38-04:00,2018-03-27T14:30:42-04:00,"814 Dixie Trail Raleigh, North Carolina",35.8007893,-78.6755291,"Our church sits on the corner of Dixie Trail and Wade Ave. There is a badly broken sidewalk tile at the foot of the staircase leading from the church's yard to Wade Ave.  If you have any trouble finding the panel, please call me at 919-274-4539.  Thanks!",Closed,Sidewalk Repair,,21091,Sidewalk Repair
39,4272302,2018-03-26T10:18:30-04:00,,,"2312 Ridge Road Raleigh, North Carolina",35.8230481,-78.6769028,Hello-It is very difficult to utilize the sidewalk in between 2312 and 2316 Ridge Road. The shrubs in between these two houses pose a serious safety concern because they overhang by over a foot across the sidewalk. We've had to walk our dogs in the bike path to get around other people also trying to utilize the sidewalk because we can't fit at the same time due to the overhang. It would be great if these could be drastically trimmed back so that pedestrians especially children can safely use the public walk space. Thank you!,Open,Tall Grass/Weeds or Other Public Nuisances,https://seeclickfix.com/files/issue_images/0099/5309/IMG_0852.JPG,19289,Tall Grass/Weeds or Other Public Nuisances
40,4272008,2018-03-26T09:02:54-04:00,,,"3100-3104 Quinley Pl Raleigh, NC 27604, USA",35.8299147721032,-78.5886684805155,obstructing sidewalk everyday day this car is blocking sidewalk forcing me and my stroller in the street which is dangerous,Open,Tall Grass/Weeds or Other Public Nuisances,https://seeclickfix.com/files/issue_images/0099/5229/img-image_8428080600313577320970.jpg,19289,Tall Grass/Weeds or Other Public Nuisances
41,4272002,2018-03-26T09:01:01-04:00,,2018-03-26T09:12:25-04:00,"713-723 Us-1 Alt Wake Forest, NC 27587, USA",35.9722861894559,-78.515514422076,Road is starting to sink in where it was previously fixed.,Closed,Pothole,,5178,Pothole
42,4271770,2018-03-26T07:16:20-04:00,,,"2001-2099 Lynn Road Raleigh, North Carolina",35.8726655586629,-78.6749999291809,"Debris and pine straw is blocking the proper drainage of the street gutters at this location.

Google Street View showing location:
https://goo.gl/maps/YSETkYSDnUm",Open,Debris blocking drainage gutter on street,,15012,Other
43,4271467,2018-03-25T23:35:33-04:00,2018-03-25T23:35:56-04:00,2018-03-28T11:30:46-04:00,"3503 Horton St Raleigh, NC 27607, USA",35.8109946545295,-78.6906665191054,Today I noticed a large sectional couch had been discarded in the house Creek trail parking lot.  ,Closed,Parks,https://seeclickfix.com/files/issue_images/0099/5146/img-image_827251958128663856237516.jpg,613,Parks
44,4271443,2018-03-25T23:05:00-04:00,2018-03-25T23:05:06-04:00,2018-03-26T08:40:48-04:00,"5060 New Bern Avenue Raleigh, North Carolina",35.7952746860366,-78.5511542923363,,Closed,Pothole,,7330,Pothole
45,4271255,2018-03-25T20:12:12-04:00,,,"Corner Of Smallwood And Peace Streets Raleigh, North Carolina",35.7886449,-78.6551088,Street sign for Peace St & Smallwood has been knocked down. Sign is lying on north side of intersection in front of Raleigh Apartments.,Open,Other,,15012,Other
46,4271202,2018-03-25T19:32:20-04:00,2018-03-25T19:32:29-04:00,2018-03-27T18:50:53-04:00,"2401 Wake Forest Rd Raleigh, North Carolina",35.8136956,-78.6270622,deer on the side of the road by Mami Nora's,Closed,Dead Animal,,14422,Dead Animal
47,4271201,2018-03-25T19:31:48-04:00,2018-03-25T19:31:56-04:00,2018-03-28T10:41:07-04:00,"2205 North Hills Drive Raleigh, North Carolina",35.8397473926082,-78.6721424156189,"after turning from Lead Mine to North Hills Drive, the first patch needs to be redone as it is not even with the surrounding road.",Closed,Pothole,,7330,Pothole
48,4271021,2018-03-25T17:33:49-04:00,2018-03-25T17:33:57-04:00,2018-03-27T19:00:50-04:00,"3100 Spring Forest Rd Raleigh, North Carolina",35.853994,-78.5887319,,Closed,Dead Animal,,14422,Dead Animal
49,4270933,2018-03-25T16:43:29-04:00,2018-03-25T16:43:33-04:00,2018-03-26T08:20:33-04:00,"220e East Morgan Street Raleigh, North Carolina",35.7797869360153,-78.6355517624267,"All of road surface of Morgan St between S. Blount St and S. Person St is deteriorating with multiple potholes and broken pavement, especially, but not only, the right most lane",Closed,Potholes and broken road surface on Morgan St,,7330,Pothole
50,4270703,2018-03-25T14:32:42-04:00,,,"300-354 Woodburn Rd Raleigh, NC 27605, USA",35.7884330749512,-78.6591720581055,These construction barrels seem to have been forgotten by the city after water line repairs on Park Dr. They were on Park Dr but they have somehow now migrated to the sidewalk on Woodburn. ,Open,Construction barrels,https://seeclickfix.com/files/issue_images/0099/4791/1522002754258.jpg,15012,Other
51,4270679,2018-03-25T14:15:38-04:00,2018-03-26T10:22:53-04:00,2018-03-27T17:30:36-04:00,"2100 Tee Dee St Raleigh, North Carolina",35.7488368,-78.6055092,approx 4X6 area sinking in ....located in the middle of the street,Closed,Pothole,,7330,Pothole
52,4270607,2018-03-25T13:41:45-04:00,,2018-03-26T09:13:41-04:00,"Rogers Road Wake Forest, North Carolina",35.9511394910041,-78.522096851001,"There is a long drop off along the side of Rogers Road just before the car wash.  It is probably 30' long and always has water standing in it, so I can't say how deep it is.  This would be dangerous to anyone anyone who gets hung up in it.",Closed,Pothole,,5178,Pothole
53,4270553,2018-03-25T13:04:51-04:00,2018-03-25T13:04:56-04:00,2018-03-25T14:20:39-04:00,"Neuse Crossing/Mitchell Mill Entrance Entering Onto Neuse Crossing Raleigh, North Carolina",35.8833285,-78.5098082,Turning into Neuse Crossing off of Mitchell Mill the road is Very uneven and has sharp dangerous curves. Report of a slashed tire already in the neighborhood. ,Closed,Pothole,,7330,Pothole
54,4270550,2018-03-25T13:01:20-04:00,2018-03-25T13:01:28-04:00,,"Mitchell Mill Rd/Neuse Crossing Dr Intersection Raleigh, North Carolina",35.8849577,-78.5231336,something has hit the two street signs at the intersection and the signs and pole are completely damaged on lying in the street.,Acknowledged,Traffic Sign,,7333,Traffic Sign
55,4270507,2018-03-25T12:45:01-04:00,2018-03-25T12:45:09-04:00,2018-03-25T15:10:47-04:00,"Capital Blvd & Wake Forest Rd & Us-401 Raleigh, NC 27604, USA",35.8007575705358,-78.6252467958561,,Closed,Pothole,,7330,Pothole
56,4270373,2018-03-25T11:06:13-04:00,2018-03-25T11:06:20-04:00,2018-03-28T10:50:45-04:00,"Ebenezer Church Road Raleigh, NC 27617, United States of America",35.898966846875,-78.7384624976291,Trash was picked up over a week ago and has been sitting in garbage bags along the road for almost two weeks. ,Closed,Curbside Collection/Materials at the Curb,,615,Curbside Collection/Materials at the Curb
57,4269278,2018-03-24T15:49:24-04:00,,,"11730 Retail Drive Wake Forest, North Carolina",35.9670677,-78.5427726,"I have been almost struck by several vehicles that have no visibility because of the 25ish vehicle backlog that sits on retail drive, congesting traffic. There has to be some sort of solution whether traffic control personnel or devices are used.",Open,"Chick fil a, creating extreme traffic back log on public roadway",,5179,Traffic Control Issues
58,4268723,2018-03-24T10:28:03-04:00,,,"611 North Wingate Street Wake Forest, North Carolina",35.9889649,-78.5087332,"Info off of light pole
05-16
3D
GR5",Open,Street light out,,5167,Area Light Out
59,4268487,2018-03-24T07:21:54-04:00,2018-03-24T07:22:03-04:00,2018-03-27T17:51:23-04:00,"3411 W Millbrook Rd  Raleigh, North Carolina",35.8635302,-78.708975,,Closed,Dead Animal,,14422,Dead Animal
60,4268211,2018-03-24T04:14:10-04:00,2018-03-27T12:33:48-04:00,2018-03-27T11:30:57-04:00,"1708 Whittington Drive Raleigh, North Carolina",35.9198298,-78.5798581,,Acknowledged,Dead Animal,,14422,Dead Animal
61,4267324,2018-03-23T23:35:11-04:00,2018-03-23T23:35:18-04:00,2018-03-24T07:51:30-04:00,"430 North Rogers Lane Raleigh, North Carolina",35.7837998904861,-78.5454411871345,Multiple potholes as you make the turn here. ,Closed,Pothole,,7330,Pothole
62,4267322,2018-03-23T23:30:35-04:00,,,"968-1008 North Rogers Lane Raleigh, North Carolina",35.7909277741297,-78.5492821104439,Hanging electrical wires and fuses. This has been here for over a month. Not safe at all ,Open,Other,,15012,Other
63,4267317,2018-03-23T23:14:13-04:00,2018-03-23T23:14:21-04:00,,"9300-9304 Langwood Dr Raleigh, NC 27617, USA",35.9055595397949,-78.7304000854492,Coming down langwood dr from Westgate Rd there are two stop signs that just got put in a few months ago. Both are loose and leaning real bad. They are about to fall over.,Acknowledged,Traffic Sign,,7333,Traffic Sign
64,4266914,2018-03-23T17:51:01-04:00,,,"1708 Evergreen Ave Raleigh, North Carolina",35.747186,-78.667662,Construction workers building a home on the lot of 1708 evergreen ave have been dumping trash (mostly food wrappers) all over the sidewalk and street for the last week.,Open,Construction Workers Littering,,19289,Tall Grass/Weeds or Other Public Nuisances
65,4266700,2018-03-23T16:12:30-04:00,2018-03-23T16:12:36-04:00,,"820 Clay Street Raleigh, North Carolina",35.7926127,-78.6496321,Please add a few more trashcans at Fred Fletcher Park along the path for trash/dog waste.,Acknowledged,More trashcans in Fred Fletcher,,613,Parks
66,4266676,2018-03-23T16:04:54-04:00,,,"804 W Peace Street Raleigh, North Carolina",35.7889003,-78.6502902,Grafitti on dumpster behind the Peace Street Market.,Open,Grafitti on dumpster,,15012,Other
67,4266673,2018-03-23T16:04:08-04:00,,,"700 St. Mary'S Street Raleigh, North Carolina",35.7890182,-78.6506448,Graffiti on back side of Fallon's Flowers Building - is visible from Peace Street.,Open,Grafitti,,15012,Other
68,4266617,2018-03-23T15:45:28-04:00,,,"8800 Westgate Park Dr Raleigh, NC 27617, USA",35.904868799073,-78.7486266804341,The dashed lines turning left to Floretta Place are completely gone. Drivers can't stay in lane because they can't see them. We at least need a temporary lane marking until permanent lane markings can be applied.,Open,Lines Worn away,,15012,Other
69,4266163,2018-03-23T12:58:56-04:00,2018-03-27T12:31:43-04:00,2018-03-27T11:41:02-04:00,"2600 New Bern Ave Raleigh, North Carolina",35.783248,-78.5915312,dead deer at the entrance of the urgent care,Acknowledged,Dead Animal,,14422,Dead Animal
70,4266147,2018-03-23T12:54:08-04:00,,,"3100-3104 Quinley Pl Raleigh, NC 27604, USA",35.82985388263,-78.5887241363525,today sidewalk is blocked and forcing me and my stroller in the street.,Open,Tall Grass/Weeds or Other Public Nuisances,,19289,Tall Grass/Weeds or Other Public Nuisances
71,4265232,2018-03-23T08:58:38-04:00,2018-03-23T08:58:47-04:00,,"3701-3721 Pleasant Valley Road Raleigh, North Carolina",35.86264648262,-78.698081088692,"pedestrian signal is triggered with no pedestrians there, makes turning onto pleasant valley  take a long time",Acknowledged,Traffic Signal,,7339,Traffic Signal
72,4265215,2018-03-23T08:49:51-04:00,2018-03-23T08:49:57-04:00,2018-03-26T18:21:17-04:00,"4369-4401 Pleasant Valley Road Raleigh, North Carolina",35.8595858174816,-78.7094320287929,,Closed,Pothole,,7330,Pothole
73,4264981,2018-03-23T07:36:45-04:00,,,"8208 Old Deer Trail Raleigh, North Carolina",35.8894424,-78.6419644,"Corner of Old Deer Trland Olde Hill Ct. Unoccupied home (for sale for an extended period) has an infestation of flying insects that create 100s of small mounds across the entire yard. The flying insects (which I do not recognize) do not appear to directly impact passing pedestrians, but I have now noticed that their mounds are spreading to adjacent yards!  They are more than just unsightly - as the insects are flying around the yard in large numbers during the warmest part of the day. Particularly odd that the house has been for sale and that the listing agent doesn’t demand the nuisance be mitigated...  ",Open,Insect infestation,,19289,Tall Grass/Weeds or Other Public Nuisances
74,4264957,2018-03-23T07:19:28-04:00,2018-03-23T07:19:34-04:00,2018-03-27T11:51:35-04:00,"Motorcroft Drive Raleigh, North Carolina",35.7374768,-78.5319876,Light at Motocroft and Falls of the neuse turns red for falls traffic even though no car is waiting on motorcroft drive,Closed,Traffic Signal,,7339,Traffic Signal
75,4263780,2018-03-22T19:26:00-04:00,,,"Drewry Lane And Anderson Dr Raleigh, North Carolina",35.8223738,-78.633103,"The shrub that is a few feet from the corner as you turn onto Drewry Lane could hit a auto, and needs to be trimmed back.  ",Open,Tall Grass/Weeds or Other Public Nuisances,,19289,Tall Grass/Weeds or Other Public Nuisances
76,4263243,2018-03-22T15:33:39-04:00,,,"612 Deacon'S Ridge St Wake Forest, North Carolina",35.9699722,-78.5068821,"Old, unused basketball goal on the sidewalk ""apron"" leading into the street. Very unsightly.",Open,Trash/Debris on Public Property,,8938,Trash/Debris on Public Property
77,4263156,2018-03-22T14:59:10-04:00,,,"4901 Coral Ridge Ct  Raleigh, North Carolina",35.8493242,-78.574225,For the last 2-3 weeks there has been trash strewn all over the lawn on the side of the property. It is disgusting and makes the neighborhood look trashy. I would take a picture but I’m afraid they’ll see me taking it!,Open,Trash,,15012,Other
78,4262752,2018-03-22T12:50:35-04:00,,,"3100-3104 Quinley Pl Raleigh, NC 27604, USA",35.8299441295111,-78.588709384203,everyday this car is blocking sidewalk causing me to push my stroller with my child in the street. I walk on this sidewalk everyday causing it to be a danger risking walking in the street.,Open,Tall Grass/Weeds or Other Public Nuisances,https://seeclickfix.com/files/issue_images/0099/3022/img-image_2026130787469518909563.jpg,19289,Tall Grass/Weeds or Other Public Nuisances
79,4262434,2018-03-22T11:38:10-04:00,,,"5115 Old Us Highway 64 Raleigh, North Carolina",35.7948056087939,-78.5484343201294,Mattresses are being dumped,Open,Other,,15012,Other
80,4262428,2018-03-22T11:36:03-04:00,,,"2909 Sunrise Valley Place Raleigh, North Carolina",35.7940614583828,-78.5465195121643,Mattress dumped ,Open,Other,,15012,Other
81,4262347,2018-03-22T11:14:34-04:00,,,"3008 Bethwicke Court Raleigh, North Carolina",35.8173928232981,-78.5582031376274,STanding flood Water full of trash and breeding ground for mosquitos and god knows what else behind this property its dangerous please fix the drainage,Open,Tall Grass/Weeds or Other Public Nuisances,,19289,Tall Grass/Weeds or Other Public Nuisances
82,4262083,2018-03-22T10:16:50-04:00,2018-03-22T10:16:56-04:00,2018-03-22T11:30:49-04:00,"343 East Six Forks Road Raleigh, North Carolina",35.8207803411636,-78.6267767823612,There is a pothole in the road in front of the entrance to the 343 and 353 parking lot.,Closed,Pothole,,7330,Pothole
83,4261947,2018-03-22T09:43:04-04:00,,,"3100-3104 Quinley Pl Raleigh, NC 27604, USA",35.83019,-78.5885202,everyday this car is blocking sidewalk forcing me to push my troller out in the street. this is a heavy traffic on this street and cars speeding which makes this dangerous.,Open,Other blocking sidewalk,https://seeclickfix.com/files/issue_images/0099/2824/img-SCF__20180322_09301536815384893543211482153116148663380087.jpg,15012,Other
84,4261911,2018-03-22T09:31:44-04:00,2018-03-22T09:49:20-04:00,2018-03-28T07:30:59-04:00,"103-105 East Whitaker Mill Road Raleigh, North Carolina",35.8059380695206,-78.6407086195135,There is a tree (near where the sidewalk was repaired) that has grown all over/through/around the power lines . The tree limbs are definitely pushing and resting on the power lines. ,Closed,Trees on Powerline ,,7341,Trees
